transit_bool,nopets_bool,nosmok_bool,host_about_bool,fewdays_response_time,1day_response_time,1hour_response_time,fewhours_response_time,host_response_rate,host_identity_verified,is_location_exact,Wheelchair_bool,TV_bool,Hair Dryer_bool,24-Hour_Check-in_bool,Doorman_bool,Kitchen_bool,Smoke_Detector_bool,Clothes_Dryer_bool,Pets_live_in_flat_bool,Free_Parking_bool,Heating_bool,Wireless_Internet_bool,AC_bool,security_deposit,cleaning_fee,instant_bookable,super_strict_canc,moderate_cancellation,strict_cancellation,flexible_cancellation,require_guest_profile_picture,require_guest_phone_verification,output
False,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.3157894736842105,0.33,True,False,False,True,False,False,False,6.717460317460318
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.21052631578947367,0.2,True,False,False,True,False,False,False,39.14035087719298
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.16666666666666669,False,False,True,False,False,False,False,0.6020066889632107
True,False,True,True,False,False,True,False,1.0,True,False,False,True,False,False,False,False,True,False,True,True,True,True,True,0.10526315789473684,0.08333333333333334,True,False,False,True,False,False,False,12.134831460674157
True,True,True,False,False,False,True,False,1.0,True,True,False,True,False,False,False,False,True,False,True,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,28.677966101694917
True,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,False,True,False,True,False,True,True,False,0.0,0.0,False,False,False,True,False,False,False,2.4861878453038675
True,False,False,True,False,False,True,False,1.0,False,True,False,True,True,True,False,True,False,True,False,False,True,True,False,0.21052631578947367,0.05,False,False,False,True,False,False,False,8.346774193548388
False,False,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,0.10526315789473684,0.05,False,False,True,False,False,False,False,4.655518394648829
False,False,False,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.09666666666666668,False,False,False,True,False,False,False,6.488372093023256
False,False,True,False,False,False,True,False,1.0,True,True,False,False,True,True,False,True,True,True,False,True,True,True,False,0.21052631578947367,0.08333333333333334,True,False,True,False,False,False,False,10.724832214765101
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.10526315789473684,0.25,True,False,True,False,False,False,False,11.0
False,False,False,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.0,True,False,False,False,True,False,False,0.554016620498615
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,0.21052631578947367,0.2,False,False,True,False,False,False,False,8.002967359050444
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.5263157894736842,0.5,False,False,False,True,False,False,False,1.1235955056179776
True,False,False,True,False,False,True,False,1.0,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False,0.27472527472527475
False,True,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,True,True,True,True,True,0.5263157894736842,0.0,False,False,False,True,False,False,False,131.23529411764707
False,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,0.10526315789473684,0.05,False,False,False,True,False,False,False,37.87375415282392
True,True,True,True,False,False,True,False,1.0,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,False,False,True,False,False,2.475644699140401
False,False,False,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,0.0,0.13333333333333333,False,False,True,False,False,False,False,4.137931034482759
False,False,False,False,False,False,True,False,1.0,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,0.0,0.0,True,False,False,True,False,False,False,2.857142857142857
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.13333333333333333,True,False,True,False,False,False,False,45.67844522968198
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,0.0,0.3166666666666667,False,False,False,False,True,False,False,23.441860465116278
True,True,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.10526315789473684,0.16666666666666669,False,False,True,False,False,False,False,13.421383647798741
False,False,False,True,False,False,True,False,1.0,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,0.0,0.0,True,False,True,False,False,False,False,0.21978021978021978
False,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.2631578947368421,0.2833333333333333,True,False,False,True,False,False,False,12.435616438356165
False,False,True,True,False,False,True,False,1.0,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,True,False,False,False,False,17.9717868338558
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,0.0,0.05,True,False,False,True,False,False,False,35.19463087248322
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,False,False,True,False,True,True,True,0.21052631578947367,0.2,False,False,False,False,True,False,False,4.462809917355372
False,False,False,False,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.06666666666666667,False,False,False,False,True,False,False,88.88888888888889
False,False,False,True,False,False,True,False,1.0,True,True,False,False,True,False,False,False,True,True,False,False,True,True,True,0.10526315789473684,0.11666666666666667,True,False,False,True,False,False,False,31.300970873786408
True,False,False,True,False,False,True,False,1.0,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,0.0,0.0,False,False,False,False,True,False,False,9.201923076923077
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,38.09495548961424
True,True,True,False,False,False,True,False,1.0,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,0.21052631578947367,0.16666666666666669,False,False,False,True,False,False,False,9.424657534246576
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.21052631578947367,0.25,False,False,True,False,False,False,False,7.441860465116279
True,False,False,False,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.03333333333333333,True,False,False,False,True,False,False,11.81651376146789
True,True,True,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.10526315789473684,0.4,False,False,False,True,False,False,False,6.102739726027397
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.21052631578947367,0.15000000000000002,True,False,True,False,False,False,False,19.86622073578595
False,False,True,True,False,False,True,False,1.0,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,0.0,0.08333333333333334,False,False,False,True,False,False,False,0.8426966292134831
True,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,False,True,False,False,91.50943396226415
True,False,True,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,0.0,0.06666666666666667,False,False,False,False,True,False,False,27.6
True,False,False,False,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.4166666666666667,False,False,False,True,False,False,False,0.9523809523809523
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.42105263157894735,0.33333333333333337,True,False,False,False,True,False,False,1.956043956043956
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.42105263157894735,0.0,False,False,False,True,False,False,False,42.3481228668942
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.10526315789473684,0.3166666666666667,True,False,False,True,False,False,False,7.944827586206896
True,False,True,False,False,False,True,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.06666666666666667,False,False,False,False,True,False,False,0.16759776536312848
True,False,False,False,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,True,False,True,True,0.0,0.0,False,False,False,False,True,False,False,0.8823529411764706
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.03333333333333333,False,False,True,False,False,False,False,9.090909090909092
False,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,False,True,True,False,0.2631578947368421,0.30000000000000004,False,False,False,True,False,False,False,2.7411167512690353
False,False,False,True,False,False,True,False,1.0,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,0.0,0.1,True,False,True,False,False,False,False,3.2661290322580645
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.13333333333333333,False,False,False,True,False,False,False,32.30331753554503
False,True,True,True,False,False,True,False,1.0,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,0.0,0.06666666666666667,False,False,False,True,False,False,False,6.391437308868501
False,False,False,False,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,False,True,False,False,0.0
False,False,False,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.06666666666666667,False,False,False,True,False,False,False,2.988059701492537
False,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,False,False,False,True,False,False,False,6.421602787456446
True,False,False,True,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.03333333333333333,False,False,False,True,False,False,False,0.6134969325153374
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.15789473684210525,0.08333333333333334,True,False,False,True,False,False,False,9.960365853658537
False,False,False,False,False,False,True,False,1.0,False,True,False,False,False,False,False,True,True,True,False,False,True,True,False,1.0,0.0,False,False,False,False,True,False,False,0.27472527472527475
False,False,True,True,False,False,True,False,1.0,True,False,False,True,False,True,False,True,True,False,False,True,True,True,True,0.0,0.0,True,False,True,False,False,False,False,1.0
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,True,True,True,False,0.0,0.0,True,False,False,False,True,False,False,2.1538461538461537
False,False,False,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.42105263157894735,0.0,False,False,False,True,False,False,True,9.622356495468278
True,True,True,False,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.631578947368421,0.38333333333333336,False,False,False,True,False,False,False,3.9183673469387754
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.0,True,False,True,False,False,False,False,14.130232558139534
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.16666666666666669,False,False,False,True,False,False,False,22.179878048780488
True,True,True,True,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,5.2017291066282425
True,False,True,True,False,False,True,False,1.0,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,0.0,0.0,False,False,True,False,False,False,False,51.458333333333336
False,False,False,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,0.0,0.06666666666666667,False,False,False,False,True,False,False,2.965217391304348
True,False,True,True,False,False,True,False,1.0,False,True,False,True,False,True,False,True,True,True,False,True,True,True,True,0.0,0.33333333333333337,True,False,False,True,False,False,False,260.0
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.6842105263157895,0.21333333333333335,True,False,True,False,False,True,True,10.508474576271187
False,False,False,True,False,False,True,False,1.0,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True,0.0,0.06666666666666667,False,False,False,True,False,False,False,0.8558282208588958
True,False,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.5263157894736842,0.13333333333333333,True,False,True,False,False,False,False,27.59016393442623
True,False,True,True,False,False,True,False,1.0,False,True,False,False,False,False,False,False,True,False,False,True,True,True,True,0.0,0.0,False,False,False,False,True,False,False,10.930167597765363
False,False,False,True,False,False,True,False,1.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False,False,False,False,True,False,False,0.821917808219178
True,False,False,True,False,False,True,False,1.0,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,0.0,0.08333333333333334,False,False,True,False,False,False,False,105.6
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.21052631578947367,0.16666666666666669,True,False,True,False,False,False,False,6.869127516778524
True,False,False,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.05,True,False,False,True,False,False,False,2.6363636363636362
False,False,False,True,False,False,True,False,1.0,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,2.8273972602739725
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,39.03658536585366
True,False,False,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,0.5347593582887701
True,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,False,True,False,False,104.16352201257861
True,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.5263157894736842,0.26666666666666666,False,False,False,True,False,False,False,100.1
True,False,False,True,False,False,True,False,1.0,True,True,False,False,True,True,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.13333333333333333,True,False,False,True,False,False,False,41.31481481481482
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,True,False,True,True,False,0.0,0.04,False,False,True,False,False,False,False,12.22543352601156
False,False,False,True,False,False,True,False,1.0,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,0.0,0.05,False,False,False,False,True,False,False,4.161585365853658
True,False,True,True,False,False,True,False,1.0,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,0.21052631578947367,0.15000000000000002,True,False,False,True,False,False,False,36.883233532934135
False,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,True,False,False,True,True,0.0,0.26666666666666666,False,False,False,True,False,False,False,4.466019417475728
True,True,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,0.0,0.45,False,False,False,True,False,False,False,33.311688311688314
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,True,True,True,True,0.0,0.06666666666666667,False,False,False,True,False,False,False,3.717241379310345
True,False,False,True,False,False,True,False,1.0,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.08333333333333334,False,False,False,True,False,False,False,1.7516778523489933
True,False,True,True,False,False,True,False,1.0,True,True,False,False,True,True,False,False,True,True,True,False,True,True,False,0.0,0.08333333333333334,False,False,True,False,False,False,False,44.099173553719005
True,False,True,False,False,False,True,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False,False,True,False,False,False,False,151.8139534883721
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,0.0,0.0,False,False,True,False,False,False,False,194.0
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.45333333333333337,False,False,False,True,False,False,False,1.8216374269005848
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.004210526315789474,0.0,True,False,True,False,False,False,False,11.371621621621621
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.15789473684210525,0.1,False,False,False,False,True,False,False,31.248322147651006
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.33333333333333337,False,False,False,True,False,True,True,5.194805194805195
False,False,False,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,0.0,0.03333333333333333,False,False,False,True,False,False,False,6.521341463414634
True,True,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,0.0010526315789473684,0.5,False,False,False,True,False,False,False,5.882352941176471
False,False,False,True,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.16666666666666669,False,False,False,False,True,False,False,4.285714285714286
False,False,True,True,False,False,True,False,1.0,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,0.5263157894736842,0.4166666666666667,False,False,False,True,False,False,False,0.48338368580060426
False,False,True,False,False,False,True,False,1.0,False,True,False,False,True,False,False,True,True,True,True,False,True,True,True,0.10526315789473684,0.06666666666666667,False,False,True,False,False,False,False,4.601123595505618
False,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.5,0.4166666666666667,True,False,False,True,False,False,False,8.68421052631579
True,False,False,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,43.403225806451616
True,True,True,True,False,False,True,False,1.0,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,True,False,False,False,3.8960244648318043
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,False,True,True,True,True,True,True,0.0,0.03333333333333333,False,False,True,False,False,False,False,10.535580524344569
False,False,False,True,False,False,True,False,1.0,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False,0.0,0.0,False,False,False,False,True,False,False,3.6090225563909772
True,False,False,False,False,False,True,False,1.0,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,0.10526315789473684,0.16666666666666669,False,False,False,True,False,False,False,4.087912087912088
False,False,False,True,False,False,True,False,1.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,False,False,False,False,True,False,False,2.476780185758514
False,True,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,0.0,0.016666666666666666,False,False,False,True,False,False,False,3.595505617977528
False,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,0.2915451895043732
False,True,True,True,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.13157894736842105,0.0,False,False,False,True,False,False,False,34.93354430379747
True,False,False,True,False,False,True,False,1.0,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True,0.0,0.08333333333333334,True,False,True,False,False,False,True,32.59602649006622
True,False,False,True,False,False,True,False,1.0,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,0.21052631578947367,0.16666666666666669,False,False,False,True,False,False,False,17.647058823529413
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,0.0,0.08333333333333334,False,False,False,True,False,False,False,15.95
False,False,False,False,False,False,True,False,1.0,False,True,False,True,False,True,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,61.333333333333336
False,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,0.5263157894736842
False,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.0,False,False,False,True,False,False,False,9.25974025974026
True,False,False,True,False,False,True,False,1.0,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,0.0,0.08333333333333334,False,False,True,False,False,False,False,61.51219512195122
True,True,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.16666666666666669,False,False,False,True,False,False,False,8.135593220338983
False,True,True,False,False,False,True,False,1.0,True,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.21052631578947367,0.2833333333333333,True,False,False,True,False,False,False,0.56657223796034
True,False,False,False,False,False,True,False,1.0,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.2,True,False,True,False,False,False,False,20.0
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,False,True,True,True,True,True,True,True,0.0,0.13333333333333333,False,False,False,False,True,False,False,6.193548387096774
True,False,True,True,False,False,True,False,1.0,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,0.0,0.0,False,False,False,True,False,False,False,33.48360655737705
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,True,False,False,False,194.09756097560975
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.06666666666666667,False,False,True,False,False,False,False,150.35
True,False,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.0,True,False,False,True,False,False,False,12.454849498327759
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.5263157894736842,0.4166666666666667,True,False,False,True,False,False,False,23.886627906976745
True,True,True,True,False,False,True,False,1.0,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,0.21052631578947367,0.30000000000000004,False,False,True,False,False,False,False,4.593639575971731
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,False,True,True,False,False,True,True,True,0.15789473684210525,0.16666666666666669,True,False,True,False,False,False,False,7.57487922705314
True,False,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,True,True,True,True,0.0,0.0,True,False,False,True,False,False,False,19.82300884955752
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.06666666666666667,True,False,True,False,False,False,False,10.594594594594595
False,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.16666666666666669,False,False,True,False,False,False,False,9.023255813953488
True,False,True,True,False,False,True,False,1.0,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,0.0,0.13333333333333333,False,False,False,False,True,False,False,4.686217008797654
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.631578947368421,0.5,True,False,False,True,False,False,False,27.889908256880734
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,0.0,0.0,False,False,False,True,False,False,False,34.19178082191781
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.21052631578947367,0.16666666666666669,False,False,False,True,False,False,False,28.990654205607477
True,False,True,True,False,False,True,False,1.0,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,0.0,0.05,False,False,False,False,True,False,False,8.595808383233534
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.25,False,False,True,False,False,False,False,3.946308724832215
True,False,False,False,False,False,True,False,1.0,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,False,False,False,True,False,False,False,137.22222222222223
True,True,True,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.08333333333333334,False,False,True,False,False,False,False,95.69565217391305
False,False,False,False,False,False,True,False,1.0,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,True,False,False,False,False,10.868347338935575
False,True,True,False,False,False,True,False,1.0,True,False,False,True,True,False,True,True,True,True,False,False,True,True,True,0.0,0.33333333333333337,False,False,False,True,False,False,False,3.3447098976109215
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.2,False,False,True,False,False,False,False,30.276923076923076
False,False,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.10526315789473684,0.13333333333333333,False,False,False,True,False,False,False,10.030211480362539
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.0,0.23333333333333334,True,False,False,True,False,False,False,260.0
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.21052631578947367,0.2,False,False,False,True,False,False,False,32.5859375
True,False,False,True,False,False,True,False,1.0,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.08333333333333334,False,False,False,True,False,False,False,0.4968944099378882
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.45333333333333337,False,False,False,True,False,False,False,5.545205479452055
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.10526315789473684,0.2,False,False,True,False,False,False,False,25.927672955974842
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.21052631578947367,0.06666666666666667,False,False,False,True,False,False,False,260.0
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,False,0.3157894736842105,0.21666666666666667,False,False,False,True,False,False,False,16.90909090909091
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.45333333333333337,False,False,False,True,False,False,False,4.39766081871345
True,False,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.15789473684210525,0.0,True,False,False,True,False,True,False,88.32
True,True,True,True,False,False,True,False,1.0,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.08333333333333334,False,False,False,True,False,False,False,1.74375
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,True,0.0,0.45333333333333337,False,False,False,True,False,False,False,3.3130193905817173
False,False,False,True,False,False,True,False,1.0,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,0.0,0.0,True,False,False,False,True,False,False,28.31111111111111
False,False,False,False,False,False,True,False,1.0,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,0.0,0.03333333333333333,False,False,True,False,False,False,False,18.85
False,False,False,False,False,False,True,False,1.0,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,True,False,False,False,False,3.2857142857142856
True,False,True,False,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.3684210526315789,0.16666666666666669,False,False,False,True,False,False,False,10.8
True,False,True,True,False,False,True,False,1.0,False,True,False,True,False,False,False,True,True,False,False,False,True,True,True,0.3157894736842105,0.3166666666666667,True,False,False,True,False,False,False,14.374570446735396
True,False,False,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.3157894736842105,0.2833333333333333,False,False,False,True,False,False,False,19.81935483870968
True,True,True,True,False,False,True,False,1.0,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.3157894736842105,0.2,False,False,False,True,False,False,True,9.198275862068966
True,False,True,True,False,False,True,False,1.0,False,True,False,True,True,True,False,True,True,True,False,False,True,True,True,0.3157894736842105,0.30000000000000004,True,False,False,True,False,False,False,13.8339222614841
